,Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age,Income_Category,Employment_Status
1337,5023089,F,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-16868.0,1,0,0,0,Laborers,1,0,46.0,Medium,1
1338,5142698,F,Y,N,0,95850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18931.0,1,1,0,0,Laborers,2,0,51.0,Low,1
1339,5105550,F,N,Y,0,112500.0,Working,Higher education,Married,With parents,-9310.0,1,0,0,0,Core staff,2,0,25.0,Medium,1
1340,5149799,F,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-10418.0,1,1,1,0,Laborers,2,0,28.0,Medium,1
1341,5036219,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-15590.0,1,0,0,0,Sales staff,2,0,42.0,Low,1
1342,5061246,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,-9301.0,1,0,0,0,Others,2,0,25.0,Medium,1
1343,5135851,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16234.0,1,0,1,0,Laborers,3,0,44.0,Medium,1
1344,5009663,M,N,N,0,225000.0,Working,Higher education,Single / not married,House / apartment,-10166.0,1,1,0,0,Others,1,0,27.0,Medium,1
1345,5146002,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10177.0,1,0,0,1,Managers,1,0,27.0,Medium,1
1346,5125203,F,N,Y,0,202500.0,Working,Incomplete higher,Single / not married,House / apartment,-18596.0,1,0,0,0,Core staff,1,0,50.0,Medium,1
1347,5148525,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23365.0,1,0,0,0,Others,2,0,64.0,Medium,0
1348,5148748,F,Y,Y,1,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-11469.0,1,0,1,0,Others,3,0,31.0,Medium,1
1349,5024582,F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,-12348.0,1,0,0,0,Managers,4,0,33.0,Medium,1
1350,5105878,F,N,N,1,387000.0,Commercial associate,Higher education,Married,House / apartment,-15220.0,1,0,0,0,Others,3,0,41.0,Medium,1
1351,5010874,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20688.0,1,0,1,0,Others,2,0,56.0,Low,0
1352,5099948,F,Y,N,0,185400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14747.0,1,0,0,0,Laborers,2,0,40.0,Medium,1
1353,5096415,F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-16876.0,1,1,0,0,Others,2,0,46.0,Low,1
1354,5096609,F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,-13528.0,1,1,1,0,Core staff,3,0,37.0,Medium,1
1355,5148669,M,Y,Y,1,810000.0,Commercial associate,Incomplete higher,Civil marriage,Office apartment,-17922.0,1,0,0,0,Security staff,3,0,49.0,High,1
1356,5090027,F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,-10075.0,1,0,1,1,Core staff,2,0,27.0,Medium,1
1357,5132329,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22752.0,1,0,0,0,Others,2,0,62.0,Medium,0
1358,5125277,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16280.0,1,0,0,1,Sales staff,3,0,44.0,Low,1
1359,5067006,M,N,Y,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20315.0,1,0,0,0,Laborers,3,0,55.0,Medium,1
1360,5022063,F,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,-20135.0,1,0,1,0,Others,2,0,55.0,Medium,0
1361,5126108,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-20577.0,1,1,0,0,Core staff,1,0,56.0,Medium,1
1362,5038723,M,Y,Y,1,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15493.0,1,0,0,0,Others,3,0,42.0,Medium,0
1363,5054079,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17143.0,1,0,1,0,Others,2,0,46.0,Medium,1
1364,5096483,F,N,N,0,103500.0,Working,Higher education,Married,House / apartment,-15989.0,1,1,1,0,Others,2,0,43.0,Medium,1
1365,5025951,F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-13520.0,1,0,0,0,Core staff,2,0,37.0,Medium,1
1366,5010995,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20074.0,1,0,0,0,Medicine staff,2,0,54.0,Low,1
1367,5117622,M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,-14659.0,1,0,0,0,Drivers,4,0,40.0,Medium,1
1368,5091826,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23627.0,1,0,0,0,Others,2,0,64.0,Medium,0
1369,5065723,F,N,Y,1,202500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-15975.0,1,0,0,0,Private service staff,3,0,43.0,Medium,1
1370,5044594,M,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22351.0,1,0,1,0,Others,1,0,61.0,Low,0
1371,5125425,F,Y,Y,1,189000.0,Working,Lower secondary,Married,House / apartment,-16344.0,1,0,0,1,Core staff,3,0,44.0,Medium,1
1372,5135474,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19881.0,1,0,0,0,Secretaries,2,0,54.0,Medium,1
1373,5085865,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18199.0,1,0,0,0,Cleaning staff,2,0,49.0,Medium,1
1374,5113180,M,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-17538.0,1,0,0,0,Core staff,2,0,48.0,Medium,1
1375,5069466,F,Y,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-12192.0,1,0,0,0,Laborers,2,0,33.0,Medium,1
1376,5025089,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22034.0,1,0,0,0,Others,2,0,60.0,Low,0
1377,5009269,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,-10266.0,1,1,1,0,Managers,2,0,28.0,Medium,1
1378,5010226,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17532.0,1,0,0,0,Medicine staff,3,0,48.0,Low,1
1379,5021790,F,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15021.0,1,0,0,0,High skill tech staff,4,0,41.0,Medium,1
1380,5143374,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24001.0,1,0,0,0,Others,2,0,65.0,Medium,0
1381,5036474,M,Y,N,2,180000.0,Commercial associate,Higher education,Married,House / apartment,-15716.0,1,0,0,0,Managers,4,0,43.0,Medium,1
1382,5037202,F,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,-9032.0,1,0,0,0,Managers,3,0,24.0,Medium,1
1383,5092020,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13211.0,1,1,1,0,Core staff,2,0,36.0,Medium,1
1384,5142849,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14080.0,1,0,1,0,Others,2,0,38.0,Medium,1
1385,5069141,F,N,N,0,135000.0,Commercial associate,Higher education,Married,With parents,-15360.0,1,0,0,1,Core staff,2,0,42.0,Medium,1
1387,5090464,F,N,N,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16708.0,1,1,0,0,Managers,2,0,45.0,Medium,1
1388,5149296,F,Y,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,-14462.0,1,0,1,1,Others,2,0,39.0,Medium,1
1389,5023914,F,N,Y,2,184500.0,Working,Secondary / secondary special,Married,House / apartment,-9912.0,1,1,1,0,Sales staff,4,0,27.0,Medium,1
1390,5079004,F,N,Y,0,165600.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21383.0,1,0,1,0,Others,1,0,58.0,Medium,0
1391,5112736,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-18335.0,1,0,0,0,Drivers,2,0,50.0,Medium,1
1392,5023147,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21135.0,1,0,0,0,Others,1,0,57.0,Medium,0
1393,5050619,M,Y,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10004.0,1,0,1,0,Others,2,0,27.0,Medium,1
1394,5052606,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-18785.0,1,0,0,0,Others,1,0,51.0,Medium,1
1395,5036870,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21821.0,1,0,0,0,Others,2,0,59.0,Low,0
1396,5021551,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870.0,1,0,0,0,Medicine staff,2,0,57.0,Medium,1
1397,5067242,F,Y,Y,0,391500.0,Working,Secondary / secondary special,Married,House / apartment,-16995.0,1,0,0,0,Core staff,2,0,46.0,Medium,1
1398,5068807,M,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,-11809.0,1,0,0,1,Accountants,3,0,32.0,Medium,1
1399,5024666,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14425.0,1,1,1,0,Laborers,2,0,39.0,Medium,1
1400,5089497,F,N,N,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-19931.0,1,0,0,0,Others,2,0,54.0,Medium,1
1401,5045623,F,N,Y,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-14400.0,1,0,0,0,Medicine staff,3,0,39.0,Medium,1
1402,5091822,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14638.0,1,0,0,0,Laborers,1,0,40.0,Medium,1
1403,5114227,M,Y,N,2,247500.0,Working,Secondary / secondary special,Married,House / apartment,-18338.0,1,1,0,0,Laborers,4,0,50.0,Medium,1
1404,5067259,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20859.0,1,0,0,1,Others,2,0,57.0,Medium,0
1405,5068320,F,N,Y,0,189000.0,Pensioner,Higher education,Separated,House / apartment,-22655.0,1,0,0,0,Others,1,0,62.0,Medium,0
1406,5116621,F,Y,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-13811.0,1,0,0,0,Laborers,3,0,37.0,Medium,1
1407,5091925,F,Y,Y,0,405000.0,Commercial associate,Incomplete higher,Married,House / apartment,-18517.0,1,0,1,0,Others,2,0,50.0,Medium,1
1408,5041758,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-15145.0,1,0,1,0,Managers,2,0,41.0,Medium,1
1409,5025936,F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-13520.0,1,0,0,0,Core staff,2,0,37.0,Medium,1
1410,5041540,F,N,Y,1,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19295.0,1,0,0,0,Others,3,0,52.0,Medium,0
1411,5061145,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21454.0,1,0,0,0,Others,2,0,58.0,Low,0
1412,5033608,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18989.0,1,0,0,0,Laborers,2,0,52.0,Low,1
1413,5146456,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15407.0,1,0,0,0,Waiters/barmen staff,2,0,42.0,Medium,1
1414,5091369,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15366.0,1,1,1,0,Drivers,2,0,42.0,Medium,1
1416,5091708,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-12274.0,1,0,0,0,Managers,2,0,33.0,Medium,1
1417,5022136,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20681.0,1,0,0,0,Others,2,0,56.0,Medium,0
1418,5088181,F,N,N,0,180000.0,Working,Incomplete higher,Widow,House / apartment,-19629.0,1,1,1,0,Core staff,1,0,53.0,Medium,1
1419,5104981,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,-21629.0,1,0,0,0,Others,1,0,59.0,Medium,0
1420,5093248,F,N,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,-11914.0,1,0,0,0,Sales staff,2,0,32.0,Medium,1
1421,5145970,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23018.0,1,0,0,0,Others,1,0,63.0,Medium,0
1422,5112738,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-18335.0,1,0,0,0,Drivers,2,0,50.0,Medium,1
1423,5143219,F,N,Y,0,67500.0,Pensioner,Lower secondary,Single / not married,House / apartment,-22145.0,1,0,0,0,Others,1,0,60.0,Low,0
1424,5069007,M,Y,Y,0,337500.0,Working,Higher education,Married,With parents,-10622.0,1,0,0,0,Laborers,2,0,29.0,Medium,1
1425,5113801,F,N,Y,1,337500.0,Working,Secondary / secondary special,Married,House / apartment,-12790.0,1,0,0,1,Core staff,3,0,35.0,Medium,1
1426,5054625,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22034.0,1,0,0,0,Others,1,0,60.0,Medium,0
1427,5054733,F,N,N,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-11042.0,1,0,0,0,High skill tech staff,3,0,30.0,Medium,1
1428,5050482,F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18698.0,1,0,0,0,Laborers,2,0,51.0,Medium,1
1429,5142691,M,Y,N,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14038.0,1,1,1,0,Core staff,4,0,38.0,Medium,1
1430,5067696,M,Y,Y,0,450000.0,Working,Higher education,Married,House / apartment,-19087.0,1,0,1,0,Managers,2,0,52.0,Medium,1
1431,5105577,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,-12024.0,1,1,1,0,Sales staff,2,0,32.0,Medium,1
1432,5033714,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13782.0,1,1,1,0,Security staff,3,0,37.0,Medium,1
1433,5062016,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11342.0,1,0,0,0,Others,1,0,31.0,Medium,1
1434,5045798,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,-9242.0,1,0,0,0,Accountants,2,0,25.0,Medium,1
1435,5066915,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,-11089.0,1,0,0,0,Laborers,2,0,30.0,Medium,1
1436,5088853,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,-11353.0,1,0,0,1,Accountants,2,0,31.0,Medium,1
1437,5037169,M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24510.0,1,0,0,0,Others,2,0,67.0,Medium,0
1438,5142752,F,N,N,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17876.0,1,1,1,0,Private service staff,1,0,48.0,Low,1
1439,5116056,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17803.0,1,0,0,0,Accountants,2,0,48.0,Medium,1
1440,5143025,M,N,N,0,270000.0,Working,Secondary / secondary special,Married,With parents,-11768.0,1,1,1,0,Laborers,2,0,32.0,Medium,1
1441,5091549,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12309.0,1,0,1,0,Laborers,2,0,33.0,Medium,1
1442,5061161,M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13300.0,1,0,1,0,Others,5,0,36.0,Medium,1
1443,5142248,F,N,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-19826.0,1,0,0,0,Private service staff,2,0,54.0,Medium,1
1444,5068262,F,N,N,2,157500.0,State servant,Higher education,Married,House / apartment,-12636.0,1,0,0,0,Medicine staff,4,0,34.0,Medium,1
1445,5090415,F,Y,N,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19765.0,1,1,1,0,Others,1,0,54.0,Medium,1
1447,5068843,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22751.0,1,1,1,0,Secretaries,1,0,62.0,Medium,1
1448,5114166,M,Y,N,1,247500.0,Working,Higher education,Married,House / apartment,-9296.0,1,1,0,1,Others,3,0,25.0,Medium,1
1449,5105715,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13856.0,1,0,0,0,Laborers,2,0,37.0,Medium,1
1450,5105842,M,Y,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22981.0,1,0,0,0,Others,2,0,62.0,Low,0
1451,5145964,F,N,N,2,130500.0,Working,Secondary / secondary special,Married,House / apartment,-15436.0,1,0,0,0,Sales staff,4,0,42.0,Medium,1
1452,5089658,F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16378.0,1,1,0,0,Core staff,1,0,44.0,Low,1
1453,5068233,M,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-13885.0,1,0,0,0,Laborers,3,0,38.0,Medium,1
1454,5113259,F,Y,Y,0,247500.0,Working,Secondary / secondary special,Single / not married,With parents,-11770.0,1,0,0,0,Sales staff,1,0,32.0,Medium,1
1455,5052622,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15988.0,1,0,1,0,High skill tech staff,3,0,43.0,Medium,1
1456,5137151,F,N,N,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20429.0,1,0,1,0,Others,2,0,55.0,Medium,0
1457,5095423,M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,-11723.0,1,1,0,1,Others,2,0,32.0,Medium,1
1458,5058408,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-12843.0,1,0,0,0,Managers,2,0,35.0,Medium,1
1459,5068324,F,N,Y,0,171000.0,Working,Higher education,Married,House / apartment,-18348.0,1,0,0,0,High skill tech staff,2,0,50.0,Medium,1
1460,5022156,F,Y,Y,2,180000.0,Commercial associate,Higher education,Married,House / apartment,-11719.0,1,0,1,1,Others,4,0,32.0,Medium,1
1461,5137365,M,Y,N,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,-14479.0,1,0,1,0,Drivers,2,0,39.0,Medium,1
1462,5068811,F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14419.0,1,0,0,0,Others,2,0,39.0,Medium,1
1463,5068238,F,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-11268.0,1,1,1,0,Laborers,2,0,30.0,Medium,1
1464,5046495,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21554.0,1,0,0,0,Others,2,0,59.0,Medium,0
1465,5023491,M,Y,Y,0,83250.0,Working,Secondary / secondary special,Married,House / apartment,-20592.0,1,1,1,1,Others,2,0,56.0,Low,1
1466,5125510,M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14952.0,1,0,1,0,Security staff,3,0,40.0,Medium,1
1467,5113401,M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10837.0,1,0,0,1,Sales staff,1,0,29.0,Medium,1
1468,5010202,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981.0,1,0,0,1,Laborers,2,0,27.0,Medium,1
1469,5143175,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17473.0,1,0,0,0,Managers,1,0,47.0,Medium,1
1470,5041739,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12585.0,1,0,0,0,Sales staff,3,0,34.0,Medium,1
1471,5048217,M,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12250.0,1,0,0,0,Laborers,3,0,33.0,Medium,1
1472,5091382,F,Y,Y,2,216000.0,Working,Higher education,Married,House / apartment,-12757.0,1,0,0,0,Core staff,4,0,34.0,Medium,1
1473,5143314,M,N,Y,0,114750.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21268.0,1,0,0,0,Others,1,0,58.0,Medium,0
1474,5009918,F,N,Y,2,99000.0,Commercial associate,Higher education,Married,House / apartment,-12752.0,1,0,1,0,Accountants,4,0,34.0,Low,1
1475,5024238,F,N,Y,0,47250.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21414.0,1,0,1,0,Others,2,0,58.0,Low,0
1476,5114427,F,N,N,0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23753.0,1,0,0,0,Others,2,0,65.0,Low,0
